id,amount,merchant,description,category,region,date
EXP006491,29.0,PG&E IHUTAV,BILL PAYMENT,utilities,TX,2024-12-05
EXP007560,59.16,Rite Aid,PHARMACY ONLINE,healthcare,IL,2024-11-13
EXP003174,14.15,Spotify #883,SUBSCRIPTION,entertainment,IL,2025-05-07
EXP006280,261.08,POS PG&E,UTILITY BILL,utilities,NY,2025-06-26
EXP007824,175.99,Rite Aid #9335,HEALTHCARE SERVICE,healthcare,NJ,2025-07-13
EXP003714,8.11,AMZN MKTP US Spotify #5444,SUBSCRIPTION,entertainment,TX,2025-07-18
EXP007963,8.33,CVS Pharmacy NHQQT7,PRESCRIPTION,healthcare,CA,2025-07-17
EXP000953,14.27,AMZN MKTP US Subway #4756,POS PURCHASE,food,FL,2025-07-18
EXP002956,40.73,Uber,Uber PURCHASE,transport,WA,2025-03-05
EXP006423,82.96,Comcast,UTILITY BILL,utilities,TX,2025-09-28
EXP004226,315.72,Dell,Dell CHARGE,technology,WA,2025-01-05
EXP000109,48.73,Starbucks,Starbucks CHARGE,food,NJ,2025-08-17
EXP006135,81.41,POS Comcast NY,UTILITY BILL,utilities,WA,2025-10-20
EXP007525,379.31,ONNIE Heath Clinic TX,PRESCRIPTION ONLINE,healthcare,IL,2025-10-27
EXP001067,168.86,Best Buy #8944,WEB PURCHASE,shopping,FL,2025-05-29
EXP001014,396.22,Target #8775,ONLINE ORDER,shopping,NY,2025-07-21
EXP003191,6.46,POS Disney+ NJ,FEE,entertainment,NJ,2025-07-01
EXP002763,65.35,BP #9565,FUEL CHARGE AUTO-PAY,transport,NJ,2025-03-27
EXP007494,43.26,Rite Aid #9962,HEALTHCARE SERVICE,healthcare,NJ,2025-09-24
EXP002421,43.72,Uber,FUEL CHARGE,transport,IL,2025-10-28
EXP002091,68.58,BP 5E93RC,TOLL,transport,TX,2025-10-28
EXP007284,403.66,CVS Pharmacy,PRESCRIPTION POS,healthcare,NY,2025-06-09
EXP005639,216.44,Whole Foods WA,DELI,groceries,CA,2025-05-08
EXP007943,307.47,Walgreens,PHARMACY,healthcare,CA,2025-10-19
EXP003733,11.11,Netflix WA,FEE POS,entertainment,NY,2025-04-20
EXP003147,15.39,YouTube Premium #1847,YouTube PURCHASE,entertainment,FL,2025-04-27
EXP003767,12.17,Disney+ #4945,MONTHLY SUBSCRIPTION ONLINE,entertainment,CA,2025-01-18
EXP006651,21.69,POS Comcast,POS PURCHASE,utilities,WA,2025-10-23
EXP005881,20.26,Trader Joe's NJ,GROCERY,groceries,NY,2025-09-02
EXP003453,7.16,Netflix #1503,MONTHLY SUBSCRIPTION,entertainment,NY,2025-04-07
EXP004777,848.2,Microsoft Store #941,ELECTRONICS,technology,MA,2025-02-28
EXP000046,19.6,cDonalds #5592,APP PURCHASE,food,MA,2025-05-29
EXP007346,328.71,Health linic #6962,CLINIC,healthcare,MA,2024-11-29
EXP007225,39.83,POS Walgreens,PHARMACY,healthcare,TX,2025-06-16
EXP002080,20.95,AMZN MKTP US Exxon,FUEL CHARGE,transport,NJ,2025-04-29
EXP001786,494.0,iBay #1144,ORDER,shopping,FL,2025-06-26
EXP007066,373.76,Health Clinic XXEZ3J,PRESCRIPTION POS,healthcare,MA,2025-06-30
EXP000343,12.59,KFC #1361,COFFEE AUTO-PAY,food,FL,2025-02-26
EXP002342,38.36,CREDIT Exxon #6993,TRIP,transport,MA,2025-05-12
EXP007150,20.07,Walgreens,HEALTHCARE SERVICE,healthcare,NY,2024-11-27
EXP000824,54.36,Dominos #3441,COFFEE ONLINE,food,NJ,2025-06-11
EXP000550,9.75,McDonalds,POS PURCHASE,food,WA,2025-02-18
EXP003660,17.88,YouTube Premium #3889,STREAMING,entertainment,MA,2024-11-25
EXP007388,15.04,AMZN MKTP US Walgreens #1653,PRESCRIPTION ONLINE,healthcare,FL,2025-03-29
EXP002482,89.65,Shell TX,TOLL AUTO-PAY,transport,IL,2025-03-17
EXP002352,87.58,CREDIT Uber #4872,TRIP,transport,MA,2025-04-10
EXP000267,53.92,Dominos#4234,MOBILE ORDER,food,IL,2025-07-31
EXP006583,138.97,Comcast,UTILITY BILL,utilities,WA,2025-08-11
EXP004307,736.82,Dell #1787,ELECTRONICS POS,technology,NY,2025-07-13
EXP003553,5.16,Disney+,SUBSCRIPTION,entertainment,NJ,2024-11-18
EXP000585,55.25,ONLINE McDonald's #8777,MEAL DEBIT,food,MA,2025-03-25
EXP004275,106.01,Microsotf Store,SOFTWARE,technology,NJ,2024-12-29
EXP000471,55.23,Dominos #9378,COFFEE AUTO-PAY,food,FL,2025-08-09
EXP001000,49.21,McDonalds,APP PURCHASE,food,MA,2025-05-15
EXP006478,100.0,PG&E,SERVICE CHARGE,utilities,MA,2025-05-01
EXP004717,1562.96,ACH Samsung #7144,DEVICE POS,technology,IL,2024-12-05
EXP005211,122.96,Kroger,FRESH,groceries,NY,2025-08-15
EXP005665,146.58,DEBI TKroger #3761,DEBI CHARGE,groceries,MA,2025-02-15
EXP003915,15.5,Netflix M4OFWZ,SUBSCRIPTION,entertainment,CA,2025-05-26
EXP003768,9.61,Spotify #15,FEE AUTO-PAY,entertainment,WA,2025-04-02
EXP003329,14.59,pSotify,STREAMING,entertainment,CA,2025-01-05
EXP002376,18.9,BP CA,TOLL,transport,IL,2025-10-11
EXP002279,90.85,AMZN MKTP US Lyft #4981,AMZN CHARGE,transport,NJ,2025-03-30
EXP001017,362.88,Walmart,ONLINE ORDER POS,shopping,NJ,2025-06-27
EXP001190,150.02,Best Buy,MKTPLACE POS,shopping,NY,2025-06-19
EXP005898,229.22,Kroger #7135,INSTORE,groceries,WA,2025-01-03
EXP005288,234.29,Safxway #407,DELI,groceries,CA,2025-10-08
EXP005735,41.23,WHOLEFOODS,WHOLEFOODS PURCHASE,groceries,TX,2024-12-24
EXP004842,1854.58,Apple Store WA,APP PURCHASE,technology,CA,2024-12-01
EXP000243,48.21,ONLINE McDonald's,INSTORE,food,WA,2025-10-27
EXP007337,81.18,DEBIT Rite Aid #5158,HEALTHCARE SERVICE AUTO-PAY,healthcare,IL,2025-08-07
EXP004362,1761.93,AMZN KMTP US Samsung,DEVICE POS,technology,IL,2025-09-08
EXP006401,205.27,PG&E #8998,UTILITY BILL,utilities,WA,2025-09-14
EXP001377,27.56,Best Buy,ORDER DEBIT,shopping,IL,2025-06-17
EXP006728,348.14,DTE Energy,DTE CHARGE,utilities,CA,2025-07-22
EXP003627,7.99,Netflix #5807,MONTHLY SUBSCRIPTION,entertainment,TX,2024-12-16
EXP003726,6.95,YouTube Premium FL,MONTHLY SUBSCRIPTION DEBIT,entertainment,NY,2025-02-15
EXP002492,92.45,BP,GASOLINE,transport,TX,2025-09-09
EXP002382,26.67,Exxon #9414,FUEL CHARGE,transport,NJ,2025-05-01
EXP007771,61.14,Rite Aid #4531,Rite CHARGE,healthcare,TX,2025-04-05
EXP004554,797.8,Samsung #180,ELECTRONICS DEBIT,technology,NJ,2025-08-12
EXP006111,58.29,DTE Energy,DTE PURCHASE,utilities,IL,2025-02-11
EXP002367,31.08,Taxi Co,TOLL,transport,FL,2025-09-25
EXP004304,468.27,AMZN MKTP US Samsung TX,ELECTRONICS,technology,IL,2025-02-06
EXP005693,92.72,Aldi,INSTORE,groceries,CA,2025-01-14
EXP003738,18.03,Spotify,FEE,entertainment,NJ,2025-04-07
EXP007362,154.89,Rite Aid #7889,Rite PURCHASE,healthcare,TX,2025-10-04
EXP000805,59.3,POS McDonald's #6251,MEAL POS,food,WA,2025-03-21
EXP002059,15.75,Exxon #4029,FUEL CHARGE,transport,FL,2025-09-24
EXP003868,15.24,Netflix,STREAMING,entertainment,CA,2025-09-28
EXP006522,58.39,AMZN MKTP US Verizon #7689,BILL PAYMENT POS,utilities,CA,2025-02-06
EXP001638,370.01,DEBIT Best Buy #1885,DEBIT PURCHASE,shopping,WA,2025-01-19
EXP003361,15.77,CREDIT Disney+,STREAMING,entertainment,FL,2024-12-05
EXP005930,80.11,WHOLE FD,FRESH,groceries,MA,2025-09-04
EXP003013,10.69,DEBIT Spotify WA,SUBSCRIPTION,entertainment,NY,2025-03-14
EXP005837,246.66,Safeway #841,Safeway PURCHASE,groceries,IL,2025-02-03
EXP001521,82.03,Best Buy Q4S4FW,RETAIL,shopping,CA,2025-01-02
EXP004561,439.43,Microsoft Store,SOFTWARE,technology,NY,2025-05-15
EXP006128,294.14,Comcast #8782,BILL PAYMENT,utilities,TX,2025-08-19
EXP001224,197.94,Target RWDWF1,ORDER AUTO-PAY,shopping,IL,2025-01-11
EXP004941,684.73,Apple Store GDS12Y,APP PURCHASE,technology,TX,2025-05-08
EXP001432,82.19,eBay #3296,MKTPLACE,shopping,NY,2025-07-17
EXP001991,416.11,Target #6829,ONLINE ORDER,shopping,WA,2024-11-03
EXP007129,45.67,Walgreens #9010,HEALTHCARE SERVICE,healthcare,WA,2025-03-20
EXP004124,997.79,ONLINE Samsung,DEVICE,technology,IL,2025-05-04
EXP007821,179.39,CVS Pharmacy,HEALTHCARE SERVICE DEBIT,healthcare,WA,2025-06-23
EXP007164,292.77,POS Rite Aid #6719,PRESCRIPTION,healthcare,CA,2025-08-19
EXP006492,111.82,Verizon #1162,BILL PAYMENT,utilities,MA,2025-01-10
EXP003438,17.9,AMZNMKTPrUS Spotify,STREAMING,entertainment,WA,2025-05-13
EXP004995,1001.02,Samsung,SOFTWARE,technology,IL,2025-01-18
EXP004038,246.18,Dell #7286,DEVICE,technology,TX,2025-10-29
EXP005595,219.66,DEBIT Aldi #1720,INSTORE,groceries,IL,2025-10-21
EXP002531,40.16,AMZN MKTP US Exxon NY,TRIP,transport,FL,2025-08-06
EXP005894,166.74,CREDIT Kroger WA,FRESH,groceries,WA,2025-04-14
EXP001956,334.71,WALMART #5343,ORDER,shopping,WA,2025-03-11
EXP000346,3.18,Dominos,Dominos CHARGE,food,NJ,2025-04-20
EXP007503,283.17,Health Clinic,PHARMACY,healthcare,IL,2025-05-05
EXP001115,147.04,Walmart #8400,MKTPLACE,shopping,IL,2025-06-01
EXP000418,29.58,McDonalds,McDonalds PURCHASE,food,WA,2024-12-26
EXP005968,176.69,Safeway,DELI ONLINE,groceries,CA,2024-11-27
EXP004353,425.11,Dell #858,SOFTWARE,technology,CA,2025-09-10
EXP006896,248.31,Cocast 8XQK5C,SERVICE CHARGE,utilities,CA,2025-03-01
EXP003223,12.63,Netflix #3227,STREAMING,entertainment,WA,2025-10-23
EXP005947,239.56,AMZN MKTP oS Whloe Foods,SUPERMARKET DEBIT,groceries,NY,2025-06-02
EXP005960,32.56,Kroger #5024,SUPERMARKET AUTO-PAY,groceries,TX,2025-10-16
EXP000227,58.82,Subway #9849,INSTORE,food,FL,2025-06-14
EXP004247,661.4,Microsoft Store #8375,DEVICE POS,technology,IL,2024-12-31
EXP000893,16.49,KFC #6503,MEAL,food,TX,2025-05-13
EXP006406,162.59,POS Comcast WA,BILL PAYMENT,utilities,FL,2025-01-28
EXP007576,110.67,Walgreens,Walgreens PURCHASE,healthcare,NJ,2025-09-16
EXP003489,12.29,Disney+,SUBSCRIPTION,entertainment,TX,2025-08-23
EXP007060,406.15,CVS Pharmacy TX,PHARMACY,healthcare,FL,2025-08-24
EXP004613,1321.49,Microsoft Store #425,APP PURCHASE,technology,MA,2025-08-27
EXP002047,94.93,DEBIT Lyft,TOLL,transport,TX,2025-03-11
EXP004129,1505.06,CREDIT Dell,SOFTWARE AUTO-PAY,technology,TX,2025-03-20
EXP000802,52.41,Subway,MOBILE ORDER ONLINE,food,TX,2025-02-25
EXP001947,17.1,Best puy,ORDER ONLINE,shopping,CA,2025-10-15
EXP002586,35.7,POS Exxon,TOLL,transport,CA,2025-06-03
EXP002497,56.45,Lyft,FUEL CHARGE,transport,NY,2025-06-15
EXP000173,12.81,KFC #1286,POS PURCHASE,food,NY,2025-04-10
EXP003339,5.03,Spotify,Spotify PURCHASE,entertainment,IL,2024-12-18
EXP005103,107.67,Trader Joe's,GROCERY DEBIT,groceries,FL,2025-01-20
EXP001141,13.99,CREDIT Best Buy #8147,WEB PURCHASE POS,shopping,TX,2025-03-24
EXP005571,128.99,Safeway MA,INSTORE,groceries,IL,2025-10-31
EXP006898,386.42,PG&E #3399,AUTOPAY,utilities,CA,2025-01-22
EXP006615,351.6,Comcast,Comcast CHARGE,utilities,NY,2025-08-04
EXP004964,1351.43,Samsung NJ,DEVICE,technology,NJ,2025-07-09
EXP007618,407.44,Health Clinic CA,CLINIC,healthcare,FL,2025-05-14
EXP005628,174.5,Aldi,DELI ONLINE,groceries,IL,2025-08-08
EXP002919,61.03,BP #9797,FUEL CHARGE,transport,WA,2025-07-10
EXP005599,241.67,Safeway #8396,Safeway CHARGE,groceries,NY,2025-05-23
EXP005907,216.08,Kroger #654,FRESH,groceries,WA,2025-01-22
EXP005851,60.03,ONLINE Safeway,GROCERY,groceries,NY,2025-07-22
EXP000428,7.69,Subway,MEAL,food,MA,2025-04-27
EXP007365,159.27,Walgreens,PHARMACY,healthcare,MA,2025-10-30
EXP002349,97.01,ber #h700,FUEL CHARGE,transport,CA,2025-07-06
EXP007483,7.84,AMZN MKTP US Health Clinic MA,PHARMACY,healthcare,FL,2025-08-31
EXP003888,6.89,POS Disney +5L,STREAMING,entertainment,CA,2025-10-12
EXP003514,18.8,YouTube Premium #5401,YouTube CHARGE,entertainment,MA,2025-05-28
EXP002416,99.89,DEBIT Taxi Co #9399,RIDE,transport,WA,2025-05-13
EXP003566,17.32,DEBIT YouTube Premium #8634,FEE,entertainment,FL,2025-03-30
EXP007325,394.62,CVS Pharmacy #5851,HEALTHCARE SERVICE DEBIT,healthcare,WA,2025-02-22
EXP002715,46.75,BP,RIDE AUTO-PAY,transport,FL,2025-09-07
EXP001429,112.17,ACH Best Buy #9596,ONLINE ORDER,shopping,CA,2025-06-26
EXP001552,219.23,Best Buy,WEB PURCHASE AUTO-PAY,shopping,MA,2024-12-29
EXP004141,1289.49,Dell #1987,SOFTWARE,technology,WA,2024-11-19
EXP002277,70.4,Taxi Co,Taxi PURCHASE,transport,NY,2025-05-12
EXP006367,176.91,ACH AT&T,SERVICE CHARGE,utilities,NJ,2024-12-30
EXP002473,40.42,Taxi Co #5698,GASOLINE,transport,NY,2025-08-26
EXP005853,148.08,Aldi #1425,SUPERMARKET,groceries,WA,2025-06-27
EXP006162,143.87,Comcast,UTILITY BILL,utilities,FL,2025-04-09
EXP004733,1829.28,ACH Microsoft Store #7839,DEVICE,technology,IL,2025-09-10
EXP006578,304.41,PG&E #7702,PG&E CHARGE,utilities,CA,2024-11-24
EXP003659,14.53,epotify #3540,FEE ONLINE,entertainment,NJ,2025-06-16
EXP003341,19.62,POS Spotify #7576,STREAMING,entertainment,NJ,2025-08-09
EXP007588,76.89,ONLINE Rite Aid #5213,HEALTHCARE SERVICE AUTO-PAY,healthcare,TX,2025-04-20
EXP007689,403.01,ONLINE Walgreens,PRESCRIPTION AUTO-PAY,healthcare,WA,2025-08-01
EXP002552,69.43,BP,GASOLINE AUTO-PAY,transport,IL,2025-08-10
EXP001089,367.69,eBay #4811,ORDER,shopping,TX,2025-03-04
EXP004589,324.15,Googlv Play A,DEVICE DEBIT,technology,NY,2025-05-09
EXP001273,21.09,Amazon #3258,RETAIL DEBIT,shopping,MA,2025-05-19
EXP001062,254.21,Target #4347,Target PURCHASE,shopping,IL,2025-04-30
EXP005260,151.14,Trader Joe's,Trader CHARGE,groceries,TX,2025-09-18
EXP003448,17.27,ONLINE Netflix,MONTHLY SUBSCRIPTION,entertainment,NJ,2025-08-31
EXP001493,17.16,eBay #3879,RETAIL,shopping,MA,2024-12-09
EXP000798,11.31,Burger King,COFFEE,food,WA,2025-07-10
EXP006884,210.43,AT&T,AT&T CHARGE,utilities,WA,2025-05-01
EXP006237,324.89,MZN MKTP US AT&T WVRG14,MZN CHARGE,utilities,MA,2025-05-07
EXP001740,339.8,CREDIT Best Buy,ORDER ONLINE,shopping,WA,2025-10-09
EXP000985,42.28,AMZN MKTP US Burger King #2618,INSTORE,food,FL,2024-11-27
EXP003892,7.99,POS Netflix #8406,FEE POS,entertainment,TX,2025-08-16
EXP002915,33.11,Uber #2260,FUEL CHARGE,transport,TX,2025-03-29
EXP004751,937.13,Google Play,DEVICE AUTO-PAY,technology,NJ,2025-01-19
EXP007662,213.7,CVS Pharmacy #4408,PHARMACY,healthcare,TX,2025-10-14
EXP002975,47.51,Exxon IL,RIDE,transport,NY,2025-01-23
EXP004683,1932.11,Dell #2235,Dell PURCHASE,technology,MA,2025-06-26
EXP007807,276.73,Rite Aid,PRESCRIPTION,healthcare,WA,2025-02-04
EXP004883,1164.49,Google Play TX,ELECTRONICS,technology,IL,2025-05-05
EXP004456,1887.65,Dell,SOFTWARE DEBIT,technology,FL,2024-12-13
EXP007087,307.12,CVS Pharmac #8783,PHARMACY,healthcare,IL,2025-02-02
EXP001603,143.96,Best Buy #5317,WEB PURCHASE,shopping,WA,2025-01-11
EXP003233,19.98,ONLINE YouTube Premium #8581,SUBSCRIPTION,entertainment,NJ,2025-07-06
EXP006285,244.14,Verizon,UTILITY BILL POS,utilities,CA,2025-08-05
EXP000444,26.04,KFC MA,MOBILE ORDER,food,NJ,2025-02-10
EXP002762,76.47,Taxi Co D8TAIA,GASOLINE,transport,NY,2025-02-04
EXP006928,158.35,AT&T #2647,UTILITY BILL,utilities,FL,2025-01-01
EXP004314,72.25,Microsoft Store #1136,SOFTWARE,technology,WA,2025-05-28
EXP007453,424.98,Health Clinic,HEALTHCARE SERVICE,healthcare,CA,2025-10-21
EXP003559,8.28,AMZN MKTP US Spotify,STREAMING ONLINE,entertainment,WA,2025-08-30
EXP001934,46.9,Best Buy,MKTPLACE POS,shopping,TX,2025-02-26
EXP006643,317.41,DTE Enregy,UTILITY BILL,utilities,IL,2025-01-26
EXP006288,377.41,Verizon,AUTOPAY,utilities,CA,2025-05-15
EXP006281,336.0,PG&4,AUTOPAY,utilities,CA,2024-11-23
EXP005025,200.77,Safeway,DELI,groceries,WA,2025-02-03
EXP006604,230.82,DEBIT Comcast #2596,AUTOPAY,utilities,CA,2025-10-29
EXP002270,36.34,Taxi Co #6109,Taxi PURCHASE,transport,MA,2024-12-01
EXP000898,29.02,Subway,INSTORE,food,TX,2025-10-14
EXP004289,216.44,Apple Store #7103,DEVICE,technology,NY,2025-02-05
EXP004682,1616.44,Dell,SOFTWARE,technology,WA,2025-09-01
EXP004889,890.45,Microsoct Store #2816,Microsoct PURCHASE,technology,MA,2025-05-05
EXP005609,137.47,ONLINE Trader Joe's #9885,GROCERY,groceries,MA,2025-10-25
EXP000987,33.78,Starbucks #596,MEAL DEBIT,food,NJ,2025-04-16
EXP006048,65.67,Comcast,BILL PAYMENT,utilities,FL,2025-04-18
EXP003999,5.81,Disney+ NY,MONTHLY SUBSCRIPTION POS,entertainment,FL,2025-08-19
EXP005884,121.28,Safeway,FRESH DEBIT,groceries,TX,2025-05-04
EXP006085,160.33,AT&T,AT&T CHARGE,utilities,FL,2025-07-11
EXP002366,62.6,Lyft #7336,GASOLINE,transport,CA,2025-01-08
EXP005035,152.01,Trader Joe's,FRESH,groceries,FL,2025-08-21
EXP005654,215.67,Safeway,FRESH,groceries,FL,2025-03-10
EXP006721,189.71,PG&E,BILL PAYMENT,utilities,NJ,2025-01-08
EXP001887,151.24,Walmart,Walmart CHARGE,shopping,TX,2025-08-28
EXP004133,1276.9,Dell N,APP PURCHASE,technology,FL,2025-09-07
EXP005844,65.02,AMZN MKTP US Safeway #9927,GROCERY POS,groceries,TX,2025-04-25
EXP004926,1303.9,Google Play NY,SOFTWARE,technology,CA,2024-11-17
EXP002930,67.06,Uber #4284,TRIP,transport,FL,2025-07-20
EXP000533,45.36,POS Burger King #8025,APP PURCHASE AUTO-PAY,food,TX,2025-04-19
EXP006836,219.78,AT&T,AUTOPAY POS,utilities,TX,2025-02-05
EXP006071,251.72,Comcast #5757,Comcast CHARGE,utilities,FL,2025-02-06
EXP006450,119.49,Comcast IL,UTILITY BILL POS,utilities,MA,2025-06-16
EXP000712,29.69,Starbucks,COFFEE,food,MA,2025-06-14
EXP001428,393.71,Best Bu9 CA,Best CHARGE,shopping,NY,2025-09-04
EXP001695,32.56,POS eBay,ORDER,shopping,TX,2025-08-28
EXP000259,34.41,KFC #3347,APP PURCHASE,food,IL,2025-05-28
EXP003077,11.09,YouTube Premium,FEE POS,entertainment,WA,2025-04-03
EXP003369,11.98,Disney+ #2362,FEE,entertainment,NY,2025-04-21
EXP007002,204.43,AMZN MKTP US CV Pharmacy #9r82,CLINIC ONLINE,healthcare,WA,2025-07-05
EXP001798,493.31,ACH eBay #4687,ORDER AUTO-PAY,shopping,WA,2025-04-21
EXP002815,65.75,Lyft,TOLL,transport,NY,2025-06-01
EXP004012,1428.8,Microsoft Store #6632,Microsoft CHARGE,technology,NJ,2025-09-29
EXP003758,9.2,Netflix #9361,STREAMING,entertainment,MA,2025-08-14
EXP004711,382.85,Dell,DEVICE,technology,FL,2025-09-17
EXP001256,418.22,Best Buy #9062,ONLINE ORDER,shopping,TX,2025-07-21
EXP007721,313.98,Health Clinic NY,CLINIC,healthcare,IL,2025-01-14
EXP004990,170.26,Microsoft Sore #3280,DEVICE,technology,TX,2025-02-05
EXP003202,16.51,CREDIT YouTube Premium,STREAMING AUTO-PAY,entertainment,TX,2025-05-12
EXP005126,210.4,Saefway,DELI,groceries,CA,2025-03-19
EXP003301,5.69,Spotify 57I3K0,FEE,entertainment,TX,2025-01-14
EXP005685,104.84,ONLINE Safeway NJ,INSTORE,groceries,CA,2025-06-11
EXP000844,34.18,KFC #7751,INSTORE,food,TX,2025-05-21
EXP007417,151.25,Health Clnic IL,PRESCRIPTION,healthcare,FL,2025-07-20
EXP007190,384.44,Walgreens #1744,HEALTHCARE SERVICE,healthcare,MA,2025-03-09
EXP007028,428.32,Rite Aid #7677,PRESCRIPTION,healthcare,NY,2025-05-10
EXP005029,45.5,ONLINE Safeawy,INSTORE,groceries,NJ,2024-12-15
EXP001571,94.25,ces Buy #9649,ORDER,shopping,FL,2024-11-20
EXP001267,418.77,eBay #2276,WEB PURCHASE AUTO-PAY,shopping,NY,2025-04-07
EXP000722,47.78,KFC MA,APP PURCHASE,food,CA,2025-08-19
EXP001005,443.31,ACH Walmart #126,RETAIL AUTO-PAY,shopping,FL,2025-04-03
EXP001328,327.77,AMAZON.OCM33828,ONLINE ORDER,shopping,FL,2025-10-15
EXP001024,267.87,AMZN MKTP US Walmart MA,AMZN CHARGE,shopping,CA,2025-05-10
EXP005816,58.99,Whole Foods #3624,Whole CHARGE,groceries,NY,2025-04-03
EXP005331,75.48,ldi,SUPERMARKET,groceries,IL,2025-07-31
EXP003215,19.08,YouTube Premiu m#2190,SUBSCRIPTION AUTO-PAY,entertainment,TX,2025-09-28
EXP000629,8.1,ACH Subway 4EYQ1S,POS PURCHASE POS,food,IL,2025-01-16
EXP002173,18.6,Lyft #5928,TRIP,transport,TX,2025-01-31
EXP002838,85.52,DEBIT BP,FUEL CHARGE,transport,NJ,2025-09-27
EXP000088,34.39,ONLINE Starbucks,POS PURCHASE,food,CA,2024-11-02
EXP003084,17.15,YouTube Premium #7990,SUBSCRIPTION,entertainment,NY,2025-04-18
EXP004120,865.61,Google Play #4295,APP PURCHASE AUTO-PAY,technology,IL,2024-12-31
EXP006720,208.55,POS Comcast CA,SERVICE CHARGE ONLINE,utilities,MA,2025-03-09
EXP004773,423.66,Dell ETO2ZL,Dell CHARGE,technology,WA,2024-12-15
EXP002769,8.71,BP,GASOLINE DEBIT,transport,MA,2025-02-21
EXP000743,12.94,ACH Dominos,MOBILE ORDER,food,NY,2025-02-01
EXP004412,1250.08,POScApple Storq #9894,POScApple PURCHASE,technology,WA,2025-08-27
EXP003370,13.63,Disney+ #3947,STREAMING,entertainment,WA,2025-09-20
EXP001966,266.52,Walmart #2433,ORDER,shopping,WA,2024-12-15
EXP006785,209.91,AT&T #1321,UTILITY BILL,utilities,FL,2025-08-25
EXP001817,460.07,Target CA,ORDER,shopping,TX,2025-07-04
EXP001849,364.28,eBay HF3H88,RETAIL,shopping,TX,2025-02-05
EXP001111,329.14,narget NJ,MKTPLACE,shopping,TX,2025-02-06
EXP000475,36.72,Dominos NY,Dominos PURCHASE,food,CA,2025-01-02
EXP005917,74.33,POS Aldi,GROCERY,groceries,NJ,2025-09-07
EXP003710,15.19,Disney+ DKPLO8,STREAMING,entertainment,NY,2025-02-15
EXP006035,352.16,POS PG&E #8904,BILL PAYMENT,utilities,WA,2025-04-10
EXP007475,267.07,Rite Ai d#1624,Rite PURCHASE,healthcare,IL,2025-03-22
EXP001114,232.95,POS AMAZON #9138,ORDER,shopping,NY,2025-04-19
EXP006316,133.81,DEBIT AT&T #5345,BILL PAYMENT,utilities,MA,2024-11-27
EXP004222,521.26,Microsoft Store,ELECTRONICS,technology,TX,2025-05-18
EXP000371,5.65,Starbucks,APP PURCHASE,food,WA,2025-10-06
EXP004211,1519.54,ONLINE Microsoft Store #867,ONLINE PURCHASE,technology,WA,2025-02-28
EXP006201,83.77,Comcast,UTILITY BILL,utilities,MA,2025-05-15
EXP003018,18.13,Spotify,MONTHLY SUBSCRIPTION,entertainment,TX,2025-09-13
EXP006012,294.88,AT&T CA,SERVICE CHARGE POS,utilities,MA,2025-03-20
EXP002724,50.37,Shell,RIDE ONLINE,transport,FL,2025-07-21
EXP000456,29.0,Dominos,APP PURCHASE DEBIT,food,NJ,2024-11-25
EXP003063,8.12,POS Disney+ #7142,MONTHLY SUBSCRIPTION AUTO-PAY,entertainment,CA,2024-12-03
EXP001160,392.74,Best Buy #2622,Best CHARGE,shopping,WA,2025-10-27
EXP006701,189.75,Comcast,SERVICE CHARGE AUTO-PAY,utilities,WA,2025-01-26
EXP007188,114.64,Health Clinic,HEALTHCARE SERVICE AUTO-PAY,healthcare,NJ,2025-01-18
EXP004544,1050.02,CREDIT Google Play,SOFTWARE,technology,NY,2025-02-14
EXP007806,252.15,DEBIT Rite jid #8576,PRESCRIPTION,healthcare,CA,2025-02-26
EXP001551,39.95,Target,ONLINE ORDER,shopping,FL,2025-05-23
EXP000566,37.9,McDonld's #739,POS PURCHASE ONLINE,food,CA,2025-05-01
EXP006475,88.9,Comcast,BILL PAYMENT,utilities,IL,2024-12-11
EXP004944,1489.47,Google Play #7422,SOFTWARE,technology,WA,2025-03-30
EXP002370,30.12,POS Taxi Co,POS CHARGE,transport,NY,2025-08-13
EXP005569,17.79,Whole Foods #9854,GROCERY,groceries,MA,2025-10-12
EXP006741,143.4,AT&T CA,UTILITY BILL,utilities,MA,2025-06-13
EXP005016,237.36,Whole Foods 6361,FRESH,groceries,WA,2025-05-23
EXP003047,7.65,Netflix SIFMQA,STREAMING,entertainment,IL,2025-02-23
EXP005824,5.89,Whole Foods,SUPERMARKET POS,groceries,WA,2025-03-08
EXP000819,28.5,Subway #7573,MEAL,food,TX,2025-04-18
EXP005672,47.24,Aldi #1850,Aldi PURCHASE,groceries,WA,2025-02-12
EXP004594,1517.91,Microsoft Store IL,SOFTWARE,technology,WA,2025-10-24
EXP003752,10.71,Netflix #9245,Netflix CHARGE,entertainment,FL,2025-09-09
EXP005686,220.68,Safeway,FRESH,groceries,MA,2024-11-19
EXP005449,166.12,Safeway #6439,INSTORE,groceries,FL,2025-01-06
EXP005204,80.93,ACH Whole Foods,SUPERMARKET,groceries,FL,2025-03-05
EXP004207,1057.65,CREDIT Dell #8002,ELECTRONICS,technology,NJ,2025-09-23
EXP003962,7.2,YouTubq eemium,FEE,entertainment,TX,2025-07-08
EXP007988,366.07,CVS Pharacy,CLINIC POS,healthcare,WA,2025-06-30
EXP007165,176.69,CVS Pharmacy #4493,PRESCRIPTION,healthcare,WA,2025-04-12
